Frame,Frame Time,YMIN,YLOW,YAVG,YHIGH,YMAX,UMIN,ULOW,UAVG,UHIGH,UMAX,VMIN,VLOW,VAVG,VHIGH,VMAX,VDIF,UDIF,YDIF,SATMIN,SATLOW,SATAVG,SATHIGH,SATMAX,HUEMED,HUEAVG,TOUT,VREP,BRNG,VBITDEPTH,UBITDEPTH,YBITDEPTH,psnr mse v,psnr mse u,psnr mse y,psnr psnr v,psnr psnr u,psnr psnr y,psnr mse avg,psnr psnr avg
195,6.4731398,4,136,322.748,626,932,422,492,503.808,512,540,478,498,507.594,514,546,3.5178,5.3043,14.8839,0,2,10.776,23,93,71,88.8943,0.021248,0,0.015229,10,10,10,20.447474,51.499268,3929.467285,47.091118,43.079502,24.254175,1982.720337,27.224897
196,6.5065065,4,136,323.728,628,932,425,492,503.749,512,596,463,498,507.553,514,544,3.47171,5.34117,13.5778,0,2,10.8112,23,96,71,87.3487,0.022839,0,0.015178,10,10,10,20.386053,50.993221,3967.691895,47.104179,43.122387,24.212133,2001.690796,27.183542
197,6.5398732,4,135,323.238,627,941,424,493,503.969,512,533,475,498,507.401,513,543,3.48016,5.21967,11.1391,0,2,10.683,22,93,71,87.0794,0.023897,0,0.015232,10,10,10,20.282591,48.019741,3654.052002,47.126278,43.383316,24.569765,1844.101562,27.539665
198,6.5732399,4,135,322.592,625,928,422,492,503.386,512,562,476,498,507.297,514,542,3.43615,5.15678,13.9301,0,2,11.1468,23,94,71,83.6755,0.024308,0,0.015238,10,10,10,19.608459,48.644936,2522.786377,47.273079,43.327137,26.178707,1278.456543,29.130653
199,6.6066066,4,135,323.805,626,939,428,492,503.698,512,583,476,498,507.239,513,545,3.40518,5.22615,14.2176,0,2,11.0053,23,89,71,85.5628,0.02348,0,0.015206,10,10,10,20.239838,48.346218,2557.050293,47.135441,43.353889,26.120121,1295.671631,29.072563
200,6.6399733,4,135,324.62,627,938,424,492,503.703,512,584,476,498,507.199,513,545,3.46015,5.18954,12.1019,0,2,11.062,23,91,71,85.7683,0.022899,0,0.015212,10,10,10,20.124018,50.544731,3470.905029,47.160366,43.160755,24.793085,1753.119751,27.759398
201,6.67334,4,135,324.014,626,942,422,493,503.86,512,557,476,498,506.978,513,546,3.46016,5.15207,11.9,0,2,11.0587,23,94,70,84.7172,0.02454,0,0.015281,10,10,10,20.909386,50.792786,3520.553467,46.994099,43.139492,24.731403,1778.202271,27.697701
202,6.7067067,4,136,322.74,625,947,424,492,503.782,512,615,475,498,507.221,513,543,3.48564,5.26804,13.3563,0,2,11.0013,23,103,71,86.8611,0.024629,0,0.015278,10,10,10,20.802744,49.05751,3591.298584,47.016308,43.290459,24.644997,1813.11438,27.61326
203,6.7400734,4,136,324.036,626,935,425,492,503.889,512,538,474,498,507.323,514,544,3.42591,5.21455,13.7315,0,2,10.9327,23,90,71,87.2945,0.023946,0,0.015275,10,10,10,19.977766,47.795521,3241.804443,47.192043,43.403641,25.089645,1637.845459,28.054783
204,6.7734401,4,136,325.661,628,943,428,493,504.065,512,534,478,498,507.368,514,544,3.51833,5.16479,11.5582,0,2,10.7389,23,88,71,87.857,0.024245,0,0.015232,10,10,10,21.036533,48.524441,3258.082275,46.96777,43.337906,25.067892,1646.431396,28.032076
205,6.8068068,4,135,324.851,627,930,424,492,503.887,512,586,476,498,507.141,513,542,3.49872,5.20247,12.2403,0,2,10.9273,23,92,71,85.323,0.024963,0,0.015258,10,10,10,20.342936,49.816975,3551.481201,47.113377,43.22374,24.693419,1793.280518,27.66103
206,6.8401735,4,135,323.303,625,938,425,493,503.997,512,534,465,498,507.353,514,542,3.43822,5.17511,13.3119,0,2,10.7604,23,90,71,87.1506,0.022214,0,0.015212,10,10,10,20.098,49.321983,3961.825684,47.165985,43.267109,24.218559,1998.267822,27.190975
207,6.8735402,4,136,323.437,625,952,423,492,503.797,512,545,474,498,507.121,513,545,3.4753,5.2329,14.9417,0,2,11.0743,23,92,71,86.692,0.023502,0,0.015252,10,10,10,20.596766,51.813053,3474.5271,47.059521,43.05312,24.788555,1755.365967,27.753836
208,6.9069069,4,136,322.402,623,948,424,493,504,512,542,472,498,507.268,514,540,3.51642,5.22333,12.624,0,2,10.7836,23,91,71,86.4849,0.02328,0,0.015241,10,10,10,20.67205,49.151382,3883.860352,47.043678,43.282154,24.304876,1959.385986,27.276312
209,6.9402736,4,136,324.521,627,947,417,493,503.798,512,552,472,498,507.339,514,553,3.49579,5.1529,13.0586,0,2,10.937,23,103,71,86.0657,0.023248,0,0.015289,10,10,10,21.223412,50.898285,3904.419189,46.929359,43.130482,24.281948,1970.23999,27.252321
210,6.9736403,4,136,323.663,625,939,422,492,503.528,512,613,474,498,507.465,514,540,3.47049,5.21673,12.7497,0,2,11.0526,23,102,71,86.3214,0.024411,0,0.015284,10,10,10,20.10088,50.940411,2838.90918,47.165363,43.126888,25.665998,1437.214966,28.622295
211,7.007007,4,134,322.288,624,936,428,492,503.917,512,552,478,498,507.62,514,544,3.45074,5.19818,12.9515,0,2,10.6925,22,89,72,87.6544,0.024874,0,0.015272,10,10,10,19.260551,48.867088,3089.384766,47.350826,43.307346,25.298792,1561.724243,28.261469
212,7.0403737,4,135,322.224,623,931,421,492,503.763,512,536,476,499,507.774,514,541,3.40548,5.23667,12.0598,0,2,10.7324,22,94,74,88.0074,0.023428,0,0.015278,10,10,10,20.457727,51.298321,2876.781494,47.08894,43.096481,25.608444,1456.329834,28.564915
213,7.0737404,4,135,322.289,623,932,422,492,503.822,512,567,475,499,507.927,514,551,3.45746,5.26665,12.5488,0,2,10.5969,22,93,74,88.7042,0.0228,0,0.015278,10,10,10,20.264256,49.958344,3933.890625,47.130207,43.211433,24.24929,1984.500977,27.220999
214,7.1071071,4,135,323.593,626,930,422,493,504.052,512,538,478,499,507.834,514,546,3.428,5.12807,14.2289,0,2,10.4423,22,94,73,89.0346,0.024071,0,0.015326,10,10,10,20.235025,50.145782,4004.742676,47.136475,43.195168,24.171766,2019.966553,27.144072
215,7.1404738,4,136,323.867,626,938,425,493,504.055,512,624,446,499,507.908,514,545,3.40764,5.13744,10.2604,0,2,10.4117,22,130,74,88.903,0.02442,0,0.015269,10,10,10,19.414473,50.257191,3649.791016,47.316257,43.185532,24.574833,1842.313477,27.543877
216,7.1738405,4,135,323.047,625,932,424,494,504.192,512,532,478,500,507.994,514,543,3.3499,5.0709,11.5979,0,2,10.2494,21,91,74,89.2825,0.024757,0,0.015295,10,10,10,19.144833,47.273937,3093.321777,47.376995,43.451294,25.293262,1563.265503,28.257185
217,7.2072072,4,135,322.949,624,931,424,492,503.686,512,559,478,500,507.824,514,544,3.32536,5.09024,11.0247,0,2,10.6919,22,93,72,87.5352,0.023297,0,0.015232,10,10,10,19.398754,50.984432,3381.411621,47.319775,43.123138,24.906532,1708.301514,27.871868
218,7.2405739,4,135,323.13,625,924,422,492,503.612,512,548,478,500,507.866,514,542,3.36316,5.18252,12.376,0,2,10.7269,22,94,72,87.3117,0.022194,0,0.015204,10,10,10,19.229721,52.001339,3990.69043,47.357784,43.037369,24.187033,2013.152954,27.158745
219,7.2739406,4,136,322.581,625,941,424,492,503.334,512,580,478,499,507.801,514,539,3.4282,5.28911,13.7563,0,2,10.9922,23,92,74,85.9788,0.023348,0,0.015204,10,10,10,19.541586,51.582829,3675.324463,47.287914,43.07246,24.544556,1855.443359,27.513035
220,7.3073073,4,135,322.206,624,939,423,492,503.253,512,557,478,499,507.856,514,545,3.5089,5.36097,11.1059,0,2,11.0058,23,92,72,85.7383,0.024654,0,0.015272,10,10,10,20.979939,53.504173,3700.440918,46.979469,42.913635,24.514978,1868.841431,27.481789
221,7.340674,4,135,321.261,622,932,422,492,503.123,512,553,429,500,507.814,514,541,3.39277,5.2535,12.1171,0,2,11.0567,23,93,71,84.104,0.023968,0,0.015312,10,10,10,19.74033,51.037369,3242.14624,47.243969,43.118629,25.089188,1638.767456,28.05234
222,7.3740407,4,135,321.688,622,946,424,492,503.001,512,583,449,499,507.913,514,540,3.38828,5.22905,14.8722,0,2,11.1791,23,92,74,85.645,0.023391,0,0.015292,10,10,10,19.108208,51.74345,2524.066406,47.385315,43.05896,26.176504,1279.746094,29.126274
223,7.4074074,4,135,322.574,624,933,423,491,502.928,512,590,417,499,507.867,514,546,3.44887,5.29969,11.5572,0,2,11.2688,23,120,74,85.8803,0.023571,0,0.015326,10,10,10,20.551966,54.109592,3599.178711,47.068977,42.864769,24.635479,1818.254761,27.600965
224,7.4407741,4,135,323.457,626,944,422,491,502.901,512,529,472,500,507.985,514,545,3.42274,5.31874,10.9799,0,2,11.2439,23,94,74,85.7463,0.024751,0,0.015306,10,10,10,19.192146,52.845234,3245.271973,47.366276,42.967453,25.085001,1640.645264,28.047365
225,7.4741408,4,135,323.13,625,939,422,492,503.304,512,608,479,500,507.89,514,556,3.40398,5.31151,12.4377,0,2,10.9484,22,105,73,86.5824,0.025103,0,0.015252,10,10,10,19.785334,51.34737,3303.36499,47.234077,43.092331,25.007948,1669.465698,27.971737
226,7.5075075,4,136,322.346,623,928,422,492,503.233,512,534,478,499,507.882,514,544,3.43753,5.3063,13.3631,0,2,11.019,23,94,74,86.6128,0.02432,0,0.015281,10,10,10,20.136007,53.060837,3524.094482,47.15778,42.949772,24.727037,1780.346436,27.692467
227,7.5408742,4,135,320.092,620,937,422,492,503.93,512,540,479,500,507.944,514,544,3.43359,5.30299,12.2635,0,2,10.4501,22,94,74,89.5985,0.02406,0,0.015346,10,10,10,19.853624,50.201199,3416.550781,47.219116,43.190372,24.861633,1725.789185,27.827635
228,7.5742409,4,135,319.186,619,928,422,492,503.613,512,534,478,500,507.958,514,550,3.41221,5.21776,15.1378,0,2,10.6626,22,93,74,87.9519,0.018181,0,0.015289,10,10,10,19.3095,51.41684,3991.274902,47.339802,43.08646,24.186396,2013.319092,27.158386
229,7.6076076,4,135,319.471,619,934,422,492,503.502,512,606,474,499,507.769,514,543,3.40079,5.2539,17.7861,0,2,10.8206,22,94,71,85.5686,0.018176,0,0.015292,10,10,10,20.329893,53.315605,4168.35791,47.116161,42.92897,23.997862,2102.590332,26.969967
230,7.6409743,4,135,320.317,621,940,420,492,503.552,512,554,447,499,507.64,514,542,3.3915,5.24939,14.4349,0,2,10.8234,22,95,71,85.2866,0.023774,0,0.015289,10,10,10,19.70759,48.872223,2712.543945,47.251179,43.306892,25.863745,1373.416992,28.819489
231,7.674341,4,135,321.015,621,938,421,492,503.516,512,528,478,499,507.684,514,549,3.47838,5.29363,12.3879,0,2,10.86,22,94,71,85.6884,0.024714,0,0.015281,10,10,10,20.364037,50.526646,3011.963867,47.108875,43.162308,25.409016,1523.70459,28.368505
232,7.7077077,4,135,318.795,617,936,424,492,503.729,512,536,440,499,507.754,514,542,3.44998,5.22755,15.0343,0,2,10.6832,22,110,72,88.0099,0.024048,0,0.015289,10,10,10,20.981939,53.606335,3603.274658,46.979057,42.905354,24.630539,1820.284424,27.596121
233,7.7410744,4,134,320.344,622,939,420,492,503.437,512,547,476,499,507.682,514,543,3.38012,5.21662,12.5788,0,2,10.9507,23,95,72,86.5146,0.022917,0,0.015346,10,10,10,20.420656,52.345154,3978.47998,47.096817,43.008747,24.20034,2007.431396,27.171106
234,7.7744411,4,134,319.834,622,932,423,492,503.77,512,563,476,499,507.797,514,542,3.4299,5.19123,10.9509,0,2,10.6833,22,92,73,87.8483,0.02378,0,0.015381,10,10,10,19.574932,49.251591,3492.487793,47.28051,43.273312,24.766165,1763.450439,27.733879
235,7.8078078,4,133,319.092,620,925,424,492,503.717,512,608,402,499,507.755,514,541,3.37249,5.17011,12.2174,0,2,10.6928,22,146,71,85.8982,0.023623,0,0.015321,10,10,10,19.897326,51.867992,2382.854736,47.209564,43.048519,26.426537,1209.368774,29.371925
236,7.8411745,4,133,317.91,619,926,423,492,503.783,512,528,477,498,507.732,514,550,3.39492,5.1495,13.7697,0,2,10.692,22,93,71,86.7423,0.022957,0,0.015306,10,10,10,20.30135,49.486706,2588.106445,47.122265,43.252628,26.067692,1311.500244,29.019829
237,7.8745412,4,134,318.284,618,927,423,492,503.748,512,533,478,499,507.954,514,543,3.51344,5.25942,13.3817,0,2,10.6223,22,93,74,88.0329,0.023411,0,0.015278,10,10,10,20.707727,53.275913,3812.409912,47.03619,42.932205,24.385517,1924.700928,27.35388
238,7.9079079,4,134,319.165,620,943,423,493,503.846,512,553,478,499,507.815,514,543,3.42557,5.2312,11.786,0,2,10.4939,22,93,71,86.8709,0.024243,0,0.015329,10,10,10,20.020657,49.335815,3875.920166,47.182728,43.265888,24.313765,1955.299194,27.285379
239,7.9412746,4,133,318.144,619,948,423,492,503.88,512,543,474,498,507.588,514,541,3.39895,5.07932,10.4263,0,2,10.6789,22,93,71,86.9643,0.024886,0,0.015381,10,10,10,20.047634,50.538044,3508.168701,47.17688,43.161327,24.746708,1771.730835,27.713535
240,7.9746413,4,133,318.784,620,939,422,492,503.808,512,535,476,499,507.795,514,550,3.4298,5.15772,11.6192,0,2,10.6275,22,94,73,87.4386,0.024191,0,0.015303,10,10,10,19.971479,50.535278,3052.618896,47.193409,43.161568,25.350786,1543.936157,28.31122
241,8.008008,4,133,318.645,619,922,428,492,503.649,512,529,477,498,507.513,514,544,3.48853,5.27543,12.829,0,2,10.8357,22,88,71,85.4362,0.02424,0,0.015235,10,10,10,19.785048,48.170837,2411.584229,47.234142,43.369671,26.374489,1222.781006,29.324026
242,8.0413747,4,133,317.98,618,927,422,492,503.75,512,536,474,499,507.713,514,542,3.52577,5.31609,13.312,0,2,10.7184,22,94,72,87.1156,0.022076,0,0.015295,10,10,10,20.097359,51.36047,4067.30249,47.166122,43.091221,24.104448,2051.515869,27.076763
243,8.0747414,4,135,318.893,619,940,424,492,503.565,512,533,478,499,507.806,514,543,3.48616,5.24482,14.8669,0,2,10.8161,23,92,72,86.22,0.020622,0,0.015249,10,10,10,20.827583,53.550869,4132.303223,47.011124,42.909847,24.035591,2084.746094,27.006981
244,8.1081081,4,134,318.579,620,930,422,492,503.337,512,536,478,499,507.706,514,539,3.39207,5.19158,15.2206,0,2,10.981,23,94,71,85.8689,0.021705,0,0.015303,10,10,10,20.394981,51.940594,3989.270508,47.10228,43.042442,24.188578,2012.719116,27.159681
245,8.1414748,4,134,319.79,622,934,422,492,503.303,512,627,478,499,507.714,514,542,3.4349,5.24564,10.8302,0,2,11.0211,23,115,71,85.7668,0.023731,0,0.015275,10,10,10,19.865353,52.575298,3563.297119,47.216549,42.989697,24.678993,1799.758667,27.64537
246,8.1748415,4,134,319.982,621,937,428,492,503.563,512,581,397,498,507.711,514,542,3.42116,5.27811,16.3071,0,2,10.8507,23,133,72,87.0837,0.022902,0,0.015358,10,10,10,20.568918,50.844398,2121.47583,47.065399,43.135082,26.931131,1078.591187,29.868944
247,8.2082082,4,134,319.305,621,928,428,492,503.363,512,533,477,499,507.828,514,546,3.48727,5.38029,13.1326,0,2,10.9652,23,88,74,87.4898,0.024071,0,0.015332,10,10,10,20.249668,54.169811,2914.042236,47.133335,42.85994,25.552555,1475.625977,28.50775
248,8.2415749,4,133,318.936,620,935,424,492,503.685,512,536,470,499,507.857,514,538,3.46254,5.30804,10.5835,0,2,10.6943,22,91,73,87.8672,0.023171,0,0.015364,10,10,10,20.141621,51.898914,3619.943359,47.156567,43.045929,24.610495,1827.981812,27.577793
249,8.2749416,4,134,319.514,621,937,422,492,503.74,512,534,474,499,507.909,514,540,3.3551,5.15036,10.9003,0,2,10.5969,22,93,74,88.0893,0.024263,0,0.015346,10,10,10,19.425056,50.849884,3471.940674,47.313889,43.134613,24.79179,1753.539062,27.758358
250,8.3083083,4,133,318.702,620,935,422,492,503.675,512,534,476,499,507.862,514,541,3.42899,5.32909,11.0121,0,2,10.7066,23,93,74,88.061,0.02412,0,0.015355,10,10,10,19.628304,53.499508,3867.806641,47.268684,42.914013,24.322865,1952.185303,27.292303
251,8.341675,4,133,319.339,621,932,423,492,503.831,512,534,479,499,507.907,514,548,3.49242,5.27084,11.0068,0,2,10.5271,22,93,74,88.5921,0.023677,0,0.015343,10,10,10,19.975639,52.611843,3892.823975,47.192505,42.986679,24.294865,1964.558838,27.264862
252,8.3750417,4,133,317.969,619,933,423,492,503.57,512,552,478,499,507.874,514,541,3.40273,5.21184,11.6174,0,2,10.7588,22,91,74,87.0396,0.022371,0,0.015275,10,10,10,19.789507,52.713409,3584.561768,47.233162,42.978302,24.653152,1810.406616,27.619751
253,8.4084084,4,134,319.4,619,925,424,492,503.885,512,547,468,499,507.707,514,537,3.38764,5.14795,18.7276,0,2,10.5969,22,91,71,87.8104,0.013803,0,0.015301,10,10,10,21.123926,50.994034,4807.263184,46.949768,43.122318,23.378534,2421.660889,26.356379
254,8.4417751,4,134,320.084,622,927,422,492,503.74,512,550,470,499,507.779,514,537,3.3617,5.09787,17.424,0,2,10.6518,22,93,72,86.7841,0.022985,0,0.015258,10,10,10,19.534704,49.274326,2592.644043,47.289444,43.271305,26.060083,1313.524292,29.013132
255,8.4751418,4,134,319.58,620,944,422,492,503.817,512,566,476,499,507.772,514,535,3.42255,5.19815,16.1859,0,2,10.6354,22,93,73,87.4164,0.023337,0,0.015284,10,10,10,19.732807,50.344902,2501.671143,47.245625,43.177959,26.21521,1268.35498,29.165104
256,8.5085085,4,135,319.445,619,937,422,492,503.767,512,561,478,499,507.71,514,568,3.43877,5.2561,19.5433,0,2,10.6483,22,94,71,87.0975,0.022994,0,0.015338,10,10,10,20.459259,51.510929,3166.962158,47.088615,43.078518,25.191084,1601.473633,28.152315
257,8.5418752,4,135,320.538,622,939,422,492,503.555,512,552,464,499,507.869,514,536,3.41511,5.18262,12.3368,0,2,10.7755,22,94,74,87.2191,0.022079,0,0.015329,10,10,10,20.560631,52.425938,3691.014404,47.06715,43.002052,24.526054,1863.753906,27.493628
258,8.5752419,4,134,319.665,620,928,424,493,504.012,512,612,477,499,507.695,514,533,3.40638,5.17742,14.2019,0,2,10.4765,22,100,71,87.7346,0.021545,0,0.015284,10,10,10,19.647738,52.600136,3756.009277,47.264389,42.987644,24.450247,1896.06665,27.418976
259,8.6086086,4,134,319.028,621,925,428,492,503.72,512,536,478,499,507.811,514,533,3.42863,5.17015,12.3309,0,2,10.6244,22,89,73,87.1488,0.023863,0,0.015303,10,10,10,20.608814,50.414608,2739.125977,47.056984,43.171947,25.821392,1387.318848,28.775749
260,8.6419753,4,134,318.974,620,940,422,492,503.848,512,536,478,498,507.72,514,532,3.47506,5.3113,13.0719,0,2,10.6136,22,94,73,88.1342,0.023748,0,0.015281,10,10,10,19.900972,50.731129,2347.738281,47.208771,43.144768,26.491016,1191.5271,29.436474
261,8.675342,4,134,318.237,617,942,423,492,503.397,512,628,467,499,507.965,514,534,3.44546,5.25122,15.4248,0,2,10.8904,23,124,75,88.2088,0.023743,0,0.015332,10,10,10,19.322302,51.351555,3364.387451,47.336926,43.091976,24.928453,1699.862183,27.893375
262,8.7087087,4,134,318.746,618,932,422,492,503.279,512,533,457,500,508.135,514,536,3.46539,5.39565,10.6313,0,2,10.8687,23,94,75,88.7509,0.023342,0,0.015321,10,10,10,20.438374,53.99345,3923.177246,47.093048,42.874104,24.261133,1980.196533,27.230429
263,8.7420754,4,134,319.23,620,937,424,492,503.466,512,538,480,500,508.048,514,535,3.44094,5.3678,12.9859,0,2,10.6896,22,91,74,87.3227,0.022694,0,0.015301,10,10,10,19.511522,52.247715,3975.77417,47.294601,43.016838,24.203297,2005.826782,27.174578
264,8.7754421,4,133,318.675,620,934,425,492,503.283,512,532,478,500,508.138,514,536,3.36602,5.37622,11.0849,0,2,10.8222,22,92,75,87.9442,0.02382,0,0.015343,10,10,10,19.475971,52.222977,3571.120361,47.302521,43.018898,24.669468,1803.484985,27.636387
265,8.8088088,4,133,319.355,621,926,424,491,503.076,512,533,474,500,508.042,514,535,3.46,5.41566,10.971,0,2,10.9805,23,92,74,86.7045,0.022937,0,0.015309,10,10,10,19.11861,52.173561,3415.636475,47.38295,43.023006,24.862797,1725.641235,27.828007
266,8.8421755,4,134,319.347,621,935,422,491,502.902,512,526,478,500,508.186,514,537,3.31737,5.30353,11.4738,0,2,11.0511,23,94,75,86.3742,0.02288,0,0.015266,10,10,10,18.565741,52.617775,3663.00415,47.510391,42.986187,24.559139,1849.297974,27.527443
267,8.8755422,4,134,318.885,620,935,424,490,502.795,512,571,474,500,508.06,514,538,3.368,5.36413,12.0298,0,2,11.1854,23,92,74,84.8867,0.022048,0,0.015309,10,10,10,19.522589,53.308815,3915.852051,47.292137,42.929523,24.269251,1976.133911,27.239349
268,8.9089089,4,133,318.351,620,941,420,491,502.61,512,534,478,500,508.013,514,540,3.3682,5.31335,11.4567,0,2,11.3577,23,95,74,85.2609,0.02376,0,0.015378,10,10,10,19.174383,52.131184,3829.584229,47.3703,43.026535,24.365995,1932.61853,27.336052
269,8.9422756,4,133,318.257,619,928,421,490,502.735,512,527,459,500,508.158,514,540,3.41732,5.4685,11.4243,0,2,11.2514,23,94,75,87.2339,0.023877,0,0.015383,10,10,10,19.727514,53.462917,3355.625244,47.246788,42.916985,24.939777,1696.110229,27.902971
270,8.9756423,4,133,318.93,620,924,424,491,502.657,512,562,479,500,508.219,514,538,3.39135,5.38426,11.5446,0,2,11.2559,23,92,75,86.527,0.023374,0,0.015329,10,10,10,19.135574,52.601898,2974.080566,47.379097,42.987499,25.463985,1504.974609,28.42222
271,9.009009,4,133,319.209,620,926,328,491,502.683,512,528,470,500,508.274,514,538,3.35975,5.38737,9.98788,0,2,11.2567,23,187,75,86.7789,0.024717,0,0.015284,10,10,10,19.584064,57.185448,3262.833252,47.278484,42.624657,25.061563,1650.609009,28.02107
272,9.0423757,4,133,319.237,621,919,422,491,502.785,512,534,474,500,508.25,514,577,3.40694,5.46684,9.8349,0,2,11.197,23,93,75,88.0207,0.0239,0,0.015309,10,10,10,18.931391,53.889072,3246.462402,47.425686,42.882507,25.083408,1641.436279,28.045273
273,9.0757424,4,133,319.053,621,933,420,491,502.807,512,582,430,500,508.175,514,543,3.39934,5.44624,10.4698,0,2,11.1964,23,107,75,86.2283,0.024606,0,0.015286,10,10,10,19.61949,54.776325,3535.5,47.270634,42.811584,24.713005,1786.348877,27.677851
274,9.1091091,4,134,318.544,620,939,423,492,503.306,512,542,478,500,508.3,514,540,3.35774,5.29817,10.3933,0,2,10.7477,22,92,75,88.4335,0.024251,0,0.015229,10,10,10,19.232269,52.793346,3415.04126,47.357208,42.971722,24.863554,1725.526978,27.828295
275,9.1424758,4,134,318.389,618,941,420,492,503.453,512,534,480,500,508.151,514,542,3.32795,5.20223,13.3306,0,2,10.6816,22,95,74,87.7905,0.025017,0,0.015286,10,10,10,18.930613,53.148468,3340.736328,47.425865,42.942604,24.959091,1688.387939,27.922791
276,9.1758425,4,133,318.473,620,938,423,492,503.517,512,533,475,500,508.157,514,539,3.35574,5.18351,10.2656,0,2,10.6575,22,94,75,89.4182,0.024388,0,0.015266,10,10,10,19.84042,52.864208,3476.44751,47.222004,42.965897,24.786156,1756.399902,27.751278
277,9.2092092,4,133,319.302,621,932,423,492,503.666,512,527,476,500,508.134,514,548,3.3724,5.24849,11.6679,0,2,10.5575,22,93,75,88.9717,0.024263,0,0.015212,10,10,10,20.559088,51.523422,3761.090332,47.067474,43.077465,24.444374,1898.565796,27.413256
278,9.2425759,4,133,318.475,620,933,413,492,503.375,512,538,464,500,508.11,514,540,3.43095,5.33157,10.6626,0,2,10.757,22,110,74,87.594,0.02422,0,0.015249,10,10,10,19.444674,54.609352,3382.175537,47.309505,42.824844,24.905552,1709.601318,27.868565
279,9.2759426,4,133,316.998,617,937,423,492,503.547,512,540,474,499,508.035,514,591,3.42747,5.29256,11.1083,0,2,10.7204,22,92,74,88.8,0.021919,0,0.015238,10,10,10,21.020439,53.325275,3915.144775,46.971096,42.928181,24.270035,1976.158813,27.239294
280,9.3093093,4,133,317.868,617,941,423,492,503.301,512,532,448,500,508.265,514,538,3.42025,5.22234,13.0248,0,2,10.7651,22,94,75,87.9538,0.022539,0,0.015306,10,10,10,19.979824,53.212357,3991.953369,47.191597,42.937389,24.185658,2014.274658,27.156326
281,9.342676,4,134,319.529,620,937,401,492,503.112,512,533,461,500,508.273,514,541,3.37384,5.35109,11.1835,0,2,10.934,22,122,75,87.351,0.022811,0,0.015246,10,10,10,20.457407,56.335907,3924.916504,47.089008,42.689659,24.259209,1981.656494,27.227228
282,9.3760427,4,134,319.868,621,936,423,491,503.103,512,536,452,500,508.373,514,540,3.37255,5.39831,10.5153,0,2,10.8728,22,92,75,87.8658,0.024003,0,0.015261,10,10,10,19.514917,53.470417,3549.619629,47.293846,42.916378,24.695694,1793.056152,27.661573
283,9.4094094,4,133,318.696,619,915,428,492,503.284,512,532,480,500,508.2,514,540,3.38757,5.40002,13.2638,0,2,10.7773,23,89,75,87.7587,0.024503,0,0.015298,10,10,10,19.115318,53.167206,2394.583984,47.383698,42.941074,26.405212,1215.362549,29.350454
284,9.4427761,4,133,318.338,618,927,422,491,503.032,512,532,478,500,508.243,514,574,3.35334,5.31814,14.4659,0,2,10.9462,23,95,75,86.7317,0.023594,0,0.015343,10,10,10,19.405693,53.653942,2311.735352,47.318222,42.901497,26.558132,1174.132568,29.500341
285,9.4761428,4,134,319.408,619,944,424,491,502.847,512,537,435,500,508.394,514,539,3.38883,5.39177,13.114,0,2,11.0372,23,91,75,88.2339,0.022282,0,0.015346,10,10,10,19.669662,52.727882,3876.161621,47.259544,42.977108,24.313494,1956.180176,27.283424
286,9.5095095,4,135,319.819,620,938,422,491,503.048,512,535,478,500,508.255,514,549,3.43781,5.40564,12.5973,0,2,10.952,23,94,75,87.335,0.023308,0,0.015312,10,10,10,19.769068,52.703213,3897.703125,47.237652,42.979141,24.289425,1966.969604,27.259537
287,9.5428762,4,134,319.913,621,934,422,491,503.023,512,526,474,500,508.184,514,539,3.42233,5.35163,9.99169,0,2,11.0035,23,94,75,87.2807,0.024863,0,0.015324,10,10,10,20.243896,52.999748,3676.955322,47.134571,42.954773,24.542629,1856.788574,27.509888
288,9.5762429,4,135,319.462,620,936,422,491,503.073,512,553,478,500,508.305,514,588,3.41467,5.3403,14.2845,0,2,10.9436,22,93,75,87.9451,0.0237,0,0.015392,10,10,10,19.676476,52.036774,2684.914062,47.258041,43.034409,25.908209,1360.385376,28.860893
289,9.6096096,4,133,319.32,620,924,424,491,502.909,512,558,468,500,508.307,514,541,3.40595,5.35657,12.9805,0,2,11.0964,23,93,75,87.6131,0.02404,0,0.015398,10,10,10,20.352869,53.84697,2691.753662,47.111256,42.885899,25.89716,1364.426758,28.848011
290,9.6429763,4,133,319.839,620,928,425,491,502.863,512,548,471,500,508.213,514,540,3.43399,5.35045,11.4917,0,2,11.1726,23,92,75,86.3639,0.022782,0,0.015406,10,10,10,20.157408,52.639187,3874.724609,47.153168,42.984421,24.315104,1955.561401,27.284798
291,9.676343,4,134,320.398,622,933,420,490,502.303,512,529,462,500,508.127,514,540,3.43771,5.37868,13.1228,0,2,11.6214,24,95,75,85.8454,0.022288,0,0.015364,10,10,10,20.342569,54.075047,3822.202393,47.113453,42.867542,24.374376,1929.705688,27.342602
292,9.7097097,4,134,318.201,619,937,422,490,502.421,512,529,478,500,508.467,514,550,3.42962,5.48553,12.9981,0,2,11.3695,23,94,75,87.0229,0.023851,0,0.015335,10,10,10,19.361397,56.259167,3454.631348,47.328144,42.69558,24.813496,1746.220825,27.776522
293,9.7430764,4,134,318.896,619,929,421,490,502.49,512,532,478,500,508.242,514,546,3.43072,5.42097,14.4291,0,2,11.4196,23,94,75,86.6315,0.024294,0,0.015364,10,10,10,19.660872,54.753098,3327.891357,47.261486,42.813427,24.975821,1682.549194,27.937836
